customer_id,first_name,last_name,address_state,credit_score,employment_length,home_ownership,annual_income,dti,age,emp_title,email_domain,signup_date
71,Dev,Nguyen,IN,604,12.4,MORTGAGE,59500.0,25.62,46,Teacher,gmail.com,2024-08-04
72,Rahul,Kim,WI,615,9.7,RENT,55600.0,27.06,30,Clerk,yahoo.com,2025-01-08
73,Aisha,White,TX,631,5.2,OWN,87300.0,26.45,36,Analyst,gmail.com,2025-06-10
74,Elena,Okafor,MO,737,6.0,MORTGAGE,90100.0,20.09,34,Driver,yahoo.com,2024-01-15
75,Liam,Patel,FL,710,7.2,MORTGAGE,58600.0,9.73,49,Nurse,yahoo.com,2025-03-12
76,Nia,Kim,NC,751,4.5,MORTGAGE,49700.0,18.86,22,Analyst,yahoo.com,2025-04-09
77,Aisha,Kim,TX,667,8.2,OWN,52100.0,23.25,35,Engineer,outlook.com,2024-06-14
78,Nia,Jain,NY,711,8.0,MORTGAGE,91700.0,17.09,60,Clerk,yahoo.com,2024-06-23
79,Dev,Patel,NC,746,1.5,RENT,44300.0,20.14,55,Engineer,proton.me,2024-09-05
80,Nia,Lopez,PA,676,4.0,OWN,39800.0,22.48,54,Analyst,outlook.com,2025-02-24
81,Chen,Kim,MD,734,4.2,RENT,76200.0,25.75,58,Teacher,proton.me,2025-03-26
82,Maya,Silva,NY,650,5.0,RENT,64000.0,25.57,30,Chef,yahoo.com,2025-06-04
83,Maya,Garcia,TN,672,7.1,RENT,61700.0,15.08,57,Engineer,outlook.com,2024-08-05
84,Rahul,White,PA,671,6.7,RENT,100400.0,7.45,18,Manager,gmail.com,2025-01-26
85,Omar,Brown,TX,610,3.1,MORTGAGE,64500.0,30.29,35,Engineer,outlook.com,2025-04-19
86,Chen,Lopez,NY,736,11.4,MORTGAGE,47700.0,20.59,49,Engineer,proton.me,2024-04-25
87,Nia,Patel,WA,664,6.0,OWN,72100.0,15.67,44,Driver,gmail.com,2025-11-29
88,Omar,Jain,MA,700,11.9,RENT,47800.0,3.14,44,Clerk,yahoo.com,2024-01-31
89,Rahul,Lopez,CA,736,11.8,RENT,103000.0,23.72,30,Nurse,gmail.com,2024-11-25
90,Dev,White,IL,733,1.8,MORTGAGE,66900.0,21.97,18,Teacher,proton.me,2024-09-20
91,Rahul,Brown,PA,749,4.0,RENT,39600.0,15.79,46,Chef,yahoo.com,2025-04-20
92,Aisha,Jain,NC,692,4.3,RENT,71500.0,21.08,54,Teacher,yahoo.com,2024-06-03
93,Elena,Brown,MI,668,7.3,RENT,44500.0,29.28,43,Manager,proton.me,2025-01-26
94,Liam,Lopez,MA,694,8.9,RENT,110600.0,7.88,44,Analyst,proton.me,2024-05-30
95,Chen,Patel,NY,573,6.6,MORTGAGE,63000.0,27.01,46,Nurse,proton.me,2024-12-19
96,Maya,Patel,CA,591,3.8,RENT,90700.0,10.55,31,Analyst,gmail.com,2025-09-22
97,Sara,Jain,TX,600,12.6,MORTGAGE,48600.0,8.56,40,Engineer,yahoo.com,2024-03-10
98,Sara,Silva,MO,625,4.2,MORTGAGE,60100.0,15.85,27,Analyst,outlook.com,2025-03-09
99,Maya,Kim,OH,729,9.0,MORTGAGE,81400.0,28.95,54,Driver,outlook.com,2024-04-27
100,Aisha,Nguyen,TX,632,5.9,MORTGAGE,61200.0,11.79,18,Nurse,gmail.com,2024-11-19
101,Chen,Nguyen,WA,671,5.7,MORTGAGE,42400.0,16.9,38,Clerk,proton.me,2025-12-03
102,Sara,Okafor,GA,797,8.7,OTHER,94700.0,6.18,62,Driver,yahoo.com,2025-03-19
103,Nia,Patel,FL,673,12.2,RENT,76200.0,22.15,47,Nurse,proton.me,2025-11-16
104,Dev,Kim,CA,755,7.2,MORTGAGE,38700.0,11.17,28,Analyst,outlook.com,2024-10-03
105,Aisha,Okafor,WA,629,4.0,RENT,55200.0,14.36,47,Clerk,proton.me,2024-02-27
106,Omar,White,VA,684,11.9,MORTGAGE,43900.0,25.2,51,Engineer,outlook.com,2024-10-20
107,Chen,Garcia,NY,628,8.0,MORTGAGE,51900.0,12.55,43,Teacher,yahoo.com,2025-05-11
108,Nia,Silva,NY,674,6.7,RENT,52800.0,21.39,48,Driver,yahoo.com,2024-05-06
109,Aisha,Garcia,NY,763,10.1,MORTGAGE,58800.0,20.51,27,Nurse,yahoo.com,2025-05-22
110,Aisha,Kim,MI,570,7.3,RENT,32500.0,19.92,33,Clerk,proton.me,2025-03-30
111,Aisha,Brown,NY,732,15.8,MORTGAGE,53700.0,9.81,45,Clerk,proton.me,2025-05-14
112,Nia,Okafor,NY,717,6.0,MORTGAGE,107100.0,19.43,38,Nurse,proton.me,2024-08-26
113,Maya,Silva,FL,655,10.6,RENT,156700.0,16.55,36,Driver,proton.me,2025-07-17
114,Nia,White,WI,591,7.8,MORTGAGE,37400.0,15.82,29,Nurse,yahoo.com,2024-04-01
115,Elena,Lopez,PA,705,7.8,MORTGAGE,113500.0,23.75,58,Manager,proton.me,2025-06-23
116,Liam,Silva,FL,660,4.6,RENT,202400.0,7.9,43,Teacher,yahoo.com,2024-05-20
117,Elena,Brown,PA,717,4.6,MORTGAGE,60000.0,12.76,53,Clerk,outlook.com,2024-05-24
118,Elena,Nguyen,VA,701,8.0,RENT,85400.0,17.9,18,Chef,yahoo.com,2025-02-12
119,Nia,Okafor,TN,820,2.5,RENT,109900.0,30.18,53,Nurse,proton.me,2025-03-22
120,Omar,Okafor,WI,682,3.7,RENT,53200.0,3.51,28,Engineer,outlook.com,2025-01-03
121,Liam,Nguyen,PA,623,6.1,OWN,106400.0,19.56,38,Chef,outlook.com,2025-09-17
122,Maya,Garcia,PA,713,11.0,RENT,60100.0,16.56,44,Teacher,outlook.com,2024-03-09
123,Rahul,Silva,FL,716,6.3,MORTGAGE,106800.0,24.06,65,Chef,yahoo.com,2025-03-22
124,Dev,Kim,WA,801,6.3,MORTGAGE,141300.0,12.26,63,Manager,yahoo.com,2024-12-05
125,Chen,Silva,MI,762,1.8,MORTGAGE,124200.0,16.34,41,Manager,yahoo.com,2025-05-23
126,Dev,Kim,FL,726,12.8,MORTGAGE,56600.0,10.81,47,Analyst,outlook.com,2024-10-26
127,Rahul,Garcia,OH,809,10.4,RENT,89300.0,14.66,34,Engineer,outlook.com,2025-04-10
128,Sara,White,TX,610,10.9,RENT,52400.0,23.05,42,Driver,proton.me,2025-10-08
129,Chen,Lopez,NJ,652,0.2,MORTGAGE,37400.0,21.25,41,Nurse,outlook.com,2024-10-11
130,Elena,Nguyen,NY,630,7.4,MORTGAGE,59200.0,15.84,45,Engineer,gmail.com,2025-07-07
131,Elena,Patel,FL,670,2.2,RENT,99600.0,25.15,35,Teacher,proton.me,2025-07-29
132,Liam,White,CA,596,9.1,RENT,57800.0,37.46,47,Nurse,outlook.com,2024-08-27
133,Omar,Brown,TX,747,7.3,RENT,137000.0,11.66,46,Engineer,gmail.com,2024-11-16
134,Dev,White,TX,683,8.1,RENT,68800.0,22.21,29,Teacher,yahoo.com,2024-02-01
135,Elena,Garcia,VA,589,3.1,MORTGAGE,38800.0,18.41,40,Analyst,outlook.com,2025-08-26
136,Elena,White,NJ,623,1.8,OTHER,57700.0,26.68,35,Teacher,yahoo.com,2025-03-23
137,Rahul,Nguyen,OH,723,3.4,OWN,48100.0,13.6,66,Engineer,proton.me,2025-02-12
138,Nia,Patel,FL,762,7.2,RENT,127900.0,26.04,57,Chef,outlook.com,2025-07-11
139,Chen,Garcia,IN,849,5.0,MORTGAGE,85200.0,17.16,53,Driver,gmail.com,2024-07-06
140,Maya,Okafor,TN,850,7.0,RENT,64200.0,16.16,36,Clerk,gmail.com,2025-09-29
141,Chen,Kim,NC,731,1.9,MORTGAGE,96000.0,19.29,64,Chef,gmail.com,2024-06-25
142,Elena,Nguyen,MI,625,6.0,RENT,45000.0,19.27,37,Engineer,outlook.com,2025-06-12
143,Elena,Okafor,AZ,540,11.6,MORTGAGE,37500.0,10.79,33,Engineer,yahoo.com,2024-01-11
144,Dev,Garcia,VA,720,7.3,MORTGAGE,35300.0,18.26,69,Nurse,outlook.com,2025-12-03
145,Chen,Kim,TX,639,7.6,MORTGAGE,26500.0,28.72,50,Nurse,gmail.com,2024-11-06
146,Sara,Garcia,OH,668,7.6,RENT,38900.0,8.69,32,Chef,gmail.com,2025-07-30
147,Nia,Kim,TX,654,4.0,MORTGAGE,87800.0,21.78,37,Clerk,gmail.com,2024-02-08
148,Chen,Okafor,AZ,689,12.5,RENT,95300.0,26.16,51,Analyst,proton.me,2024-10-27
149,Dev,Silva,MI,779,7.4,MORTGAGE,42900.0,17.77,38,Clerk,proton.me,2024-10-17
150,Elena,Okafor,WI,711,6.7,OWN,24200.0,16.14,40,Teacher,outlook.com,2024-11-01
151,Dev,White,TX,688,8.7,RENT,54000.0,18.09,62,Nurse,proton.me,2025-11-19
152,Maya,Brown,OH,622,9.8,RENT,85000.0,10.56,34,Engineer,gmail.com,2024-10-13
153,Dev,Silva,VA,574,1.0,MORTGAGE,100400.0,16.36,36,Driver,gmail.com,2024-04-29
154,Dev,Brown,TN,663,6.2,RENT,74700.0,31.65,75,Teacher,proton.me,2025-07-08
155,Sara,White,MA,695,14.9,MORTGAGE,40000.0,16.99,47,Teacher,proton.me,2025-12-19
156,Liam,Brown,TX,832,12.6,MORTGAGE,95200.0,18.11,48,Nurse,gmail.com,2025-01-15
157,Rahul,Garcia,WI,709,5.6,MORTGAGE,80600.0,10.53,60,Nurse,proton.me,2024-08-02
158,Omar,Brown,WI,773,8.9,MORTGAGE,95800.0,21.24,48,Engineer,yahoo.com,2024-07-19
159,Maya,Silva,MD,662,4.7,RENT,42400.0,9.56,57,Nurse,proton.me,2024-11-04
160,Rahul,Brown,NC,611,7.4,RENT,85500.0,16.42,25,Analyst,outlook.com,2025-08-22
161,Liam,Jain,MA,627,4.2,MORTGAGE,102200.0,0.0,47,Driver,outlook.com,2024-08-26
162,Maya,Okafor,CA,645,4.1,MORTGAGE,33700.0,18.19,40,Clerk,yahoo.com,2024-07-16
163,Nia,Silva,NY,850,3.6,RENT,48600.0,19.28,48,Chef,proton.me,2024-09-13
164,Elena,Okafor,CA,638,12.7,MORTGAGE,30900.0,11.99,18,Engineer,outlook.com,2024-07-13
165,Liam,Brown,OH,762,4.1,MORTGAGE,44100.0,13.71,24,Driver,outlook.com,2024-05-05
166,Nia,Silva,MD,632,10.6,MORTGAGE,62800.0,12.53,41,Teacher,gmail.com,2024-05-20
167,Chen,White,MI,769,4.3,RENT,32100.0,23.38,51,Engineer,outlook.com,2024-11-09
168,Dev,Jain,PA,728,3.8,OWN,115400.0,13.66,26,Teacher,gmail.com,2025-11-23
169,Liam,Nguyen,AZ,688,7.6,MORTGAGE,116200.0,29.03,35,Manager,gmail.com,2025-10-31
170,Dev,Kim,GA,696,0.8,MORTGAGE,62000.0,29.43,46,Clerk,outlook.com,2025-03-28
171,Omar,Kim,IL,650,8.7,RENT,47600.0,18.44,40,Analyst,gmail.com,2025-06-05
172,Chen,Lopez,NC,733,5.5,MORTGAGE,64700.0,30.34,54,Clerk,outlook.com,2024-02-19
173,Chen,White,OH,665,3.8,OWN,137200.0,29.59,55,Driver,yahoo.com,2024-03-25
174,Liam,Okafor,MI,608,2.9,OWN,90400.0,21.2,29,Teacher,proton.me,2025-08-04
175,Rahul,Kim,AZ,604,13.9,RENT,26900.0,10.9,41,Clerk,outlook.com,2024-03-03
176,Sara,White,PA,712,5.9,RENT,21400.0,20.93,35,Analyst,yahoo.com,2025-02-03
177,Nia,Kim,IL,818,5.7,MORTGAGE,42100.0,19.81,57,Teacher,outlook.com,2024-07-08
178,Nia,Garcia,GA,711,9.5,RENT,64800.0,13.67,52,Driver,proton.me,2024-07-13
179,Maya,Garcia,IN,691,2.6,RENT,28200.0,34.09,30,Manager,gmail.com,2025-06-20
180,Aisha,Jain,IL,721,10.5,MORTGAGE,59700.0,23.15,58,Clerk,gmail.com,2024-10-22
181,Rahul,Silva,MA,797,5.9,RENT,28600.0,8.47,26,Nurse,proton.me,2024-08-25
182,Omar,Kim,NC,716,0.5,MORTGAGE,66400.0,21.28,36,Teacher,gmail.com,2025-11-02
183,Maya,Okafor,CA,669,3.9,RENT,73800.0,18.45,29,Nurse,outlook.com,2025-04-12
184,Aisha,Okafor,PA,782,1.6,RENT,155100.0,21.55,36,Chef,yahoo.com,2024-12-03
185,Sara,Okafor,TX,732,6.3,MORTGAGE,61900.0,16.69,18,Driver,gmail.com,2024-04-24
186,Omar,Okafor,TX,815,2.8,MORTGAGE,55400.0,7.95,41,Chef,outlook.com,2025-07-15
187,Maya,Kim,TX,713,2.4,OWN,128900.0,26.52,21,Analyst,outlook.com,2025-06-11
188,Aisha,Garcia,NJ,608,7.2,RENT,91700.0,32.42,36,Driver,gmail.com,2025-04-09
189,Rahul,Okafor,NC,597,6.2,MORTGAGE,67600.0,14.7,55,Engineer,gmail.com,2025-10-13
190,Rahul,White,OH,823,10.8,MORTGAGE,56800.0,16.92,43,Analyst,yahoo.com,2025-02-02
191,Maya,Silva,PA,829,10.7,OWN,154900.0,27.04,68,Analyst,gmail.com,2024-12-27
192,Rahul,Garcia,FL,686,6.2,RENT,45900.0,14.22,54,Clerk,yahoo.com,2025-01-28
193,Liam,Patel,TN,671,8.0,MORTGAGE,31600.0,24.86,54,Engineer,proton.me,2025-04-20
194,Maya,White,MO,809,0.4,RENT,60100.0,17.47,35,Clerk,gmail.com,2025-04-26
195,Sara,Kim,WA,616,8.8,MORTGAGE,56500.0,11.55,38,Engineer,gmail.com,2024-08-22
196,Chen,Garcia,NY,632,7.6,RENT,120900.0,13.37,48,Analyst,yahoo.com,2025-10-29
197,Liam,Brown,IN,748,9.8,MORTGAGE,71500.0,17.66,35,Nurse,outlook.com,2025-02-08
198,Liam,Nguyen,AZ,670,4.8,MORTGAGE,104600.0,18.28,42,Manager,gmail.com,2024-05-10
199,Sara,Garcia,CA,699,4.8,RENT,18400.0,8.84,55,Nurse,proton.me,2024-09-10
200,Omar,Jain,FL,687,4.8,RENT,56000.0,19.57,43,Engineer,outlook.com,2024-06-05
201,Rahul,Patel,FL,725,11.7,MORTGAGE,138400.0,0.35,24,Chef,gmail.com,2025-01-13
202,Sara,Lopez,VA,805,7.1,RENT,38600.0,23.38,50,Engineer,gmail.com,2024-06-18
203,Dev,Jain,OH,706,0.0,RENT,57500.0,24.19,36,Nurse,proton.me,2025-01-14
204,Sara,Nguyen,NY,748,8.6,RENT,100700.0,11.89,35,Chef,gmail.com,2025-02-23
205,Rahul,Okafor,TX,546,4.1,MORTGAGE,51400.0,18.46,71,Driver,outlook.com,2025-03-30
206,Dev,Patel,IL,696,10.3,MORTGAGE,97900.0,14.48,43,Nurse,proton.me,2025-09-19
207,Elena,Brown,MI,636,8.2,MORTGAGE,48900.0,14.81,67,Manager,proton.me,2024-12-18
208,Omar,Kim,OH,608,11.0,RENT,64900.0,15.94,33,Driver,proton.me,2025-04-26
209,Chen,Nguyen,NY,634,10.2,MORTGAGE,92600.0,16.88,33,Manager,outlook.com,2024-02-26
210,Rahul,White,NC,674,9.7,MORTGAGE,38300.0,13.85,36,Manager,gmail.com,2024-10-18
211,Liam,Lopez,WI,768,10.5,OWN,44000.0,20.05,40,Manager,proton.me,2025-09-01
212,Dev,White,TX,600,9.3,RENT,104500.0,30.08,38,Chef,outlook.com,2024-01-25
213,Dev,Kim,OH,702,3.2,MORTGAGE,44600.0,21.72,30,Chef,yahoo.com,2025-01-09
214,Aisha,Lopez,FL,663,1.4,MORTGAGE,70500.0,16.48,53,Manager,proton.me,2025-01-22
215,Maya,Nguyen,TX,675,2.7,MORTGAGE,107700.0,27.78,43,Clerk,gmail.com,2025-12-06
216,Maya,Nguyen,TN,775,8.9,RENT,69300.0,27.19,52,Analyst,gmail.com,2025-01-10
217,Aisha,Kim,MD,740,0.0,MORTGAGE,75800.0,25.05,45,Chef,outlook.com,2024-09-27
218,Sara,Silva,FL,800,5.9,RENT,143600.0,21.33,72,Driver,proton.me,2024-11-11
219,Elena,Lopez,FL,688,4.9,RENT,209100.0,21.42,43,Nurse,gmail.com,2024-05-19
220,Rahul,Nguyen,CA,647,10.9,MORTGAGE,70800.0,23.33,53,Engineer,outlook.com,2025-04-22
221,Aisha,Patel,NC,683,5.5,OWN,53500.0,27.39,57,Nurse,proton.me,2025-03-11
222,Rahul,Lopez,CA,718,4.5,MORTGAGE,100400.0,12.54,28,Teacher,gmail.com,2024-03-24
223,Sara,White,PA,713,11.3,RENT,44900.0,16.87,29,Driver,gmail.com,2025-04-25
224,Omar,Brown,TX,618,5.6,RENT,127600.0,25.26,30,Driver,outlook.com,2025-06-02
225,Dev,White,MI,706,5.0,MORTGAGE,50300.0,18.88,37,Analyst,yahoo.com,2025-10-12
226,Rahul,White,MO,717,4.0,OWN,53500.0,18.75,38,Manager,proton.me,2024-07-25
227,Aisha,White,CA,850,7.1,MORTGAGE,39600.0,25.0,44,Chef,gmail.com,2024-03-03
228,Liam,Jain,WA,840,4.7,MORTGAGE,43300.0,10.5,61,Analyst,yahoo.com,2025-03-18
229,Dev,Silva,MA,636,4.7,RENT,119400.0,25.59,22,Manager,gmail.com,2024-01-12
230,Dev,Kim,TX,678,11.8,RENT,78500.0,10.72,23,Engineer,yahoo.com,2025-08-24
231,Maya,White,MO,590,6.2,MORTGAGE,64500.0,15.09,35,Engineer,outlook.com,2025-05-21
232,Omar,Kim,NC,655,4.2,MORTGAGE,184500.0,5.46,30,Teacher,outlook.com,2024-05-15
233,Dev,Lopez,OH,723,2.0,MORTGAGE,70200.0,14.33,24,Clerk,gmail.com,2024-12-21
234,Nia,Okafor,MI,790,6.8,RENT,65600.0,22.57,38,Teacher,outlook.com,2024-10-25
235,Nia,Silva,NY,645,3.8,RENT,37900.0,19.54,44,Teacher,gmail.com,2024-06-01
236,Aisha,Patel,CA,650,4.5,RENT,44200.0,16.06,41,Engineer,yahoo.com,2025-04-11
237,Maya,Okafor,IL,538,2.6,MORTGAGE,41400.0,21.5,35,Manager,proton.me,2025-10-24
238,Omar,Silva,VA,687,6.8,RENT,47000.0,21.6,42,Chef,gmail.com,2025-04-12
239,Omar,Nguyen,MO,620,0.8,MORTGAGE,52400.0,9.43,21,Analyst,yahoo.com,2024-11-29
240,Chen,White,IL,660,7.6,RENT,57400.0,26.76,50,Chef,proton.me,2025-09-06
241,Rahul,Nguyen,NY,634,3.8,RENT,93900.0,22.64,42,Teacher,outlook.com,2025-08-14
242,Maya,Silva,CA,692,8.9,RENT,65300.0,6.42,46,Nurse,outlook.com,2025-01-18
243,Elena,Jain,MO,568,7.9,MORTGAGE,161800.0,30.97,42,Analyst,outlook.com,2024-05-09
244,Liam,Kim,TX,589,6.4,RENT,90700.0,15.78,22,Teacher,gmail.com,2025-05-27
245,Aisha,Nguyen,IN,850,9.4,RENT,46500.0,9.52,36,Teacher,outlook.com,2025-03-13
246,Nia,White,TX,603,12.2,MORTGAGE,83000.0,7.79,58,Analyst,yahoo.com,2024-01-24
247,Rahul,Silva,CA,617,11.1,MORTGAGE,71400.0,5.47,49,Chef,outlook.com,2025-04-09
248,Dev,Brown,TX,837,0.8,MORTGAGE,133000.0,14.15,39,Clerk,gmail.com,2024-05-02
249,Chen,Okafor,PA,850,3.6,MORTGAGE,99800.0,12.04,51,Nurse,outlook.com,2024-12-27
250,Dev,Garcia,FL,612,4.1,RENT,68500.0,9.04,54,Engineer,proton.me,2025-12-22
251,Liam,White,IN,672,8.6,MORTGAGE,158600.0,15.46,58,Manager,outlook.com,2025-02-08
252,Rahul,Silva,OH,725,3.9,MORTGAGE,87400.0,30.19,51,Clerk,yahoo.com,2024-12-22
253,Omar,Lopez,CA,829,3.8,MORTGAGE,89400.0,12.4,59,Nurse,proton.me,2025-08-16
254,Sara,Brown,NC,625,3.1,MORTGAGE,140300.0,15.37,42,Analyst,yahoo.com,2024-01-23
255,Dev,Okafor,FL,681,7.2,RENT,101600.0,22.55,53,Chef,outlook.com,2024-05-11
256,Elena,White,NJ,758,8.5,RENT,73700.0,32.43,30,Analyst,gmail.com,2024-01-30
